Transaction_ID,Transaction_Date,Product_ID,Quantity,Unit_Price,Total_Amount,Country,Sales_Channel,Currency
TXN-2025_08-00001,2025-08-16,PRD-1001,2,899.99,1799.98,Portugal,Online,EUR
TXN-2025_08-00002,2025-08-02,PRD-1002,1,599.99,599.99,Belgium,Retail,EUR
TXN-2025_08-00003,2025-08-03,PRD-1002,2,599.99,1199.98,Ireland,Partner,EUR
TXN-2025_08-00004,2025-08-31,PRD-3001,3,799.99,2399.97,Austria,Retail,EUR
TXN-2025_08-00005,2025-08-12,PRD-1002,2,599.99,1199.98,Spain,Retail,EUR
TXN-2025_08-00006,2025-08-01,PRD-8001,1,99.99,99.99,Romania,Online,EUR
TXN-2025_08-00007,2025-08-15,PRD-6002,2,449.99,899.98,Portugal,Retail,EUR
TXN-2025_08-00008,2025-08-29,PRD-1003,1,349.99,349.99,Greece,Online,EUR
TXN-2025_08-00009,2025-08-01,PRD-1003,1,349.99,349.99,Austria,Online,EUR
TXN-2025_08-00010,2025-08-01,PRD-7003,2,89.99,179.98,Denmark,Retail,EUR
TXN-2025_08-00011,2025-08-15,PRD-1003,1,349.99,349.99,Belgium,Retail,EUR
TXN-2025_08-00012,2025-08-26,PRD-2002,3,1099.99,3299.97,Croatia,Online,EUR
TXN-2025_08-00013,2025-08-03,PRD-4003,1,399.99,399.99,Denmark,Partner,EUR
TXN-2025_08-00014,2025-08-14,PRD-2001,1,1299.99,1299.99,Netherlands,Retail,EUR
TXN-2025_08-00015,2025-08-22,PRD-7001,3,69.99,209.97,Austria,Online,EUR
TXN-2025_08-00016,2025-08-10,PRD-4001,2,249.99,499.98,Portugal,Partner,EUR
TXN-2025_08-00017,2025-08-03,PRD-3002,1,449.99,449.99,Romania,Online,EUR
TXN-2025_08-00018,2025-08-20,PRD-3002,2,449.99,899.98,Austria,Retail,EUR
TXN-2025_08-00019,2025-08-18,PRD-1001,2,899.99,1799.98,Belgium,Online,EUR
TXN-2025_08-00020,2025-08-23,PRD-5003,1,79.99,79.99,Greece,Partner,EUR
TXN-2025_08-00021,2025-08-04,PRD-4001,1,249.99,249.99,Croatia,Online,EUR
TXN-2025_08-00022,2025-08-27,PRD-1001,3,899.99,2699.97,Sweden,Online,EUR
TXN-2025_08-00023,2025-08-17,PRD-6001,3,199.99,599.97,Italy,Online,EUR
TXN-2025_08-00024,2025-08-20,PRD-5001,3,59.99,179.97,Netherlands,Online,EUR
TXN-2025_08-00025,2025-08-04,PRD-1003,2,349.99,699.98,Spain,Online,EUR
TXN-2025_08-00026,2025-08-15,PRD-1003,1,349.99,349.99,Belgium,Online,EUR
TXN-2025_08-00027,2025-08-11,PRD-3001,2,799.99,1599.98,Germany,Retail,EUR
TXN-2025_08-00028,2025-08-03,PRD-1001,3,899.99,2699.97,Italy,Partner,EUR
TXN-2025_08-00029,2025-08-24,PRD-5003,2,79.99,159.98,Sweden,Retail,EUR
TXN-2025_08-00030,2025-08-07,PRD-7003,3,89.99,269.97,Romania,Online,EUR
TXN-2025_08-00031,2025-08-10,PRD-2003,2,649.99,1299.98,Netherlands,Online,EUR
TXN-2025_08-00032,2025-08-26,PRD-3002,1,449.99,449.99,Norway,Online,EUR
