Transaction_ID,Transaction_Date,Product_ID,Quantity,Unit_Price,Total_Amount,Country,Sales_Channel,Currency
TXN-2025_05-00001,2025-05-07,PRD-3001,1,799.99,799.99,Norway,Retail,EUR
TXN-2025_05-00002,2025-05-15,PRD-2002,1,1099.99,1099.99,Portugal,Online,EUR
TXN-2025_05-00003,2025-05-16,PRD-3001,1,799.99,799.99,Czech Republic,Online,EUR
TXN-2025_05-00004,2025-05-22,PRD-6001,1,199.99,199.99,Czech Republic,Retail,EUR
TXN-2025_05-00005,2025-05-26,PRD-1001,2,899.99,1799.98,Germany,Partner,EUR
TXN-2025_05-00006,2025-05-01,PRD-5002,1,39.99,39.99,Sweden,Online,EUR
TXN-2025_05-00007,2025-05-15,PRD-4002,1,149.99,149.99,Sweden,Retail,EUR
TXN-2025_05-00008,2025-05-03,PRD-1002,1,599.99,599.99,Greece,Retail,EUR
TXN-2025_05-00009,2025-05-31,PRD-5001,3,59.99,179.97,Czech Republic,Retail,EUR
TXN-2025_05-00010,2025-05-10,PRD-3001,1,799.99,799.99,Greece,Online,EUR
TXN-2025_05-00011,2025-05-16,PRD-3001,1,799.99,799.99,Romania,Retail,EUR
TXN-2025_05-00012,2025-05-02,PRD-3001,1,799.99,799.99,Finland,Retail,EUR
TXN-2025_05-00013,2025-05-17,PRD-7003,1,89.99,89.99,Hungary,Online,EUR
TXN-2025_05-00014,2025-05-01,PRD-7003,2,89.99,179.98,France,Online,EUR
TXN-2025_05-00015,2025-05-04,PRD-7001,1,69.99,69.99,Portugal,Online,EUR
TXN-2025_05-00016,2025-05-11,PRD-6002,1,449.99,449.99,Denmark,Retail,EUR
TXN-2025_05-00017,2025-05-17,PRD-1001,1,899.99,899.99,Belgium,Retail,EUR
TXN-2025_05-00018,2025-05-02,PRD-2002,2,1099.99,2199.98,Germany,Online,EUR
TXN-2025_05-00019,2025-05-01,PRD-6002,1,449.99,449.99,Denmark,Online,EUR
TXN-2025_05-00020,2025-05-29,PRD-5002,1,39.99,39.99,Portugal,Retail,EUR
TXN-2025_05-00021,2025-05-28,PRD-2003,1,649.99,649.99,Netherlands,Retail,EUR
TXN-2025_05-00022,2025-05-28,PRD-5002,1,39.99,39.99,Finland,Online,EUR
TXN-2025_05-00023,2025-05-06,PRD-1002,1,599.99,599.99,Spain,Online,EUR
TXN-2025_05-00024,2025-05-11,PRD-4001,1,249.99,249.99,Germany,Retail,EUR
TXN-2025_05-00025,2025-05-04,PRD-3002,2,449.99,899.98,Denmark,Online,EUR
TXN-2025_05-00026,2025-05-24,PRD-4001,2,249.99,499.98,Ireland,Online,EUR
TXN-2025_05-00027,2025-05-11,PRD-5001,1,59.99,59.99,Ireland,Retail,EUR
TXN-2025_05-00028,2025-05-05,PRD-7003,1,89.99,89.99,Romania,Retail,EUR
TXN-2025_05-00029,2025-05-30,PRD-1003,1,349.99,349.99,Germany,Retail,EUR
TXN-2025_05-00030,2025-05-10,PRD-5002,3,39.99,119.97,Croatia,Online,EUR
TXN-2025_05-00031,2025-05-05,PRD-4002,1,149.99,149.99,Sweden,Partner,EUR
TXN-2025_05-00032,2025-05-27,PRD-4003,1,399.99,399.99,Czech Republic,Online,EUR
TXN-2025_05-00033,2025-05-27,PRD-2002,1,1099.99,1099.99,Poland,Online,EUR
TXN-2025_05-00034,2025-05-24,PRD-7003,1,89.99,89.99,Germany,Online,EUR
TXN-2025_05-00035,2025-05-27,PRD-2003,1,649.99,649.99,Spain,Online,EUR
TXN-2025_05-00036,2025-05-26,PRD-1002,1,599.99,599.99,Netherlands,Retail,EUR
TXN-2025_05-00037,2025-05-22,PRD-4003,1,399.99,399.99,France,Online,EUR
TXN-2025_05-00038,2025-05-22,PRD-1002,2,599.99,1199.98,Romania,Online,EUR
TXN-2025_05-00039,2025-05-03,PRD-2001,2,1299.99,2599.98,Denmark,Online,EUR
TXN-2025_05-00040,2025-05-29,PRD-1003,2,349.99,699.98,Norway,Retail,EUR
TXN-2025_05-00041,2025-05-06,PRD-3002,1,449.99,449.99,France,Partner,EUR
TXN-2025_05-00042,2025-05-26,PRD-2001,1,1299.99,1299.99,Portugal,Online,EUR
TXN-2025_05-00043,2025-05-13,PRD-1002,1,599.99,599.99,Germany,Partner,EUR
TXN-2025_05-00044,2025-05-16,PRD-5003,1,79.99,79.99,Austria,Partner,EUR
TXN-2025_05-00045,2025-05-07,PRD-2003,1,649.99,649.99,Sweden,Online,EUR
TXN-2025_05-00046,2025-05-18,PRD-2003,1,649.99,649.99,Ireland,Partner,EUR
TXN-2025_05-00047,2025-05-03,PRD-6002,1,449.99,449.99,Switzerland,Retail,EUR
TXN-2025_05-00048,2025-05-06,PRD-3002,2,449.99,899.98,Greece,Partner,EUR
