Transaction_ID,Transaction_Date,Product_ID,Quantity,Unit_Price,Total_Amount,Country,Sales_Channel,Currency
TXN-2025_07-00001,2025-07-19,PRD-7002,2,499.99,999.98,Austria,Partner,EUR
TXN-2025_07-00002,2025-07-01,PRD-4002,1,149.99,149.99,Croatia,Partner,EUR
TXN-2025_07-00003,2025-07-15,PRD-1001,1,899.99,899.99,Ireland,Retail,EUR
TXN-2025_07-00004,2025-07-16,PRD-6001,1,199.99,199.99,Portugal,Online,EUR
TXN-2025_07-00005,2025-07-28,PRD-3001,2,799.99,1599.98,Czech Republic,Online,EUR
TXN-2025_07-00006,2025-07-28,PRD-1003,1,349.99,349.99,Spain,Online,EUR
TXN-2025_07-00007,2025-07-10,PRD-5004,1,19.99,19.99,Hungary,Retail,EUR
TXN-2025_07-00008,2025-07-20,PRD-5001,1,59.99,59.99,Belgium,Online,EUR
TXN-2025_07-00009,2025-07-29,PRD-4002,1,149.99,149.99,Hungary,Online,EUR
TXN-2025_07-00010,2025-07-04,PRD-6002,1,449.99,449.99,Hungary,Online,EUR
TXN-2025_07-00011,2025-07-11,PRD-6001,1,199.99,199.99,Netherlands,Partner,EUR
TXN-2025_07-00012,2025-07-16,PRD-1003,1,349.99,349.99,Switzerland,Retail,EUR
TXN-2025_07-00013,2025-07-05,PRD-6002,1,449.99,449.99,Spain,Retail,EUR
TXN-2025_07-00014,2025-07-19,PRD-2002,2,1099.99,2199.98,Ireland,Online,EUR
TXN-2025_07-00015,2025-07-31,PRD-2003,1,649.99,649.99,Greece,Partner,EUR
TXN-2025_07-00016,2025-07-11,PRD-8001,1,99.99,99.99,France,Online,EUR
TXN-2025_07-00017,2025-07-18,PRD-5002,3,39.99,119.97,Czech Republic,Online,EUR
TXN-2025_07-00018,2025-07-15,PRD-2001,2,1299.99,2599.98,Germany,Partner,EUR
TXN-2025_07-00019,2025-07-02,PRD-4002,2,149.99,299.98,Netherlands,Online,EUR
TXN-2025_07-00020,2025-07-24,PRD-3002,2,449.99,899.98,Portugal,Retail,EUR
TXN-2025_07-00021,2025-07-13,PRD-1001,1,899.99,899.99,Hungary,Retail,EUR
TXN-2025_07-00022,2025-07-23,PRD-6002,2,449.99,899.98,Belgium,Online,EUR
TXN-2025_07-00023,2025-07-12,PRD-5004,1,19.99,19.99,Greece,Online,EUR
TXN-2025_07-00024,2025-07-14,PRD-5002,1,39.99,39.99,Norway,Partner,EUR
TXN-2025_07-00025,2025-07-30,PRD-3002,1,449.99,449.99,Hungary,Online,EUR
TXN-2025_07-00026,2025-07-01,PRD-1003,3,349.99,1049.97,Finland,Online,EUR
TXN-2025_07-00027,2025-07-12,PRD-6002,1,449.99,449.99,Norway,Retail,EUR
TXN-2025_07-00028,2025-07-13,PRD-2001,1,1299.99,1299.99,Austria,Online,EUR
TXN-2025_07-00029,2025-07-25,PRD-1001,1,899.99,899.99,Italy,Online,EUR
TXN-2025_07-00030,2025-07-03,PRD-8002,3,129.99,389.97,Switzerland,Online,EUR
TXN-2025_07-00031,2025-07-03,PRD-6001,1,199.99,199.99,Croatia,Online,EUR
TXN-2025_07-00032,2025-07-01,PRD-4002,1,149.99,149.99,Austria,Partner,EUR
TXN-2025_07-00033,2025-07-11,PRD-1001,1,899.99,899.99,Czech Republic,Retail,EUR
TXN-2025_07-00034,2025-07-04,PRD-1003,1,349.99,349.99,Greece,Online,EUR
TXN-2025_07-00035,2025-07-26,PRD-2003,2,649.99,1299.98,Italy,Online,EUR
TXN-2025_07-00036,2025-07-30,PRD-4002,1,149.99,149.99,Ireland,Online,EUR
