Transaction_ID,Transaction_Date,Product_ID,Quantity,Unit_Price,Total_Amount,Country,Sales_Channel,Currency
TXN-2025_09-00001,2025-09-12,PRD-3001,2,799.99,1599.98,Germany,Online,EUR
TXN-2025_09-00002,2025-09-04,PRD-7002,3,499.99,1499.97,Portugal,Online,EUR
TXN-2025_09-00003,2025-09-27,PRD-1002,1,599.99,599.99,Portugal,Online,EUR
TXN-2025_09-00004,2025-09-01,PRD-4002,1,149.99,149.99,Portugal,Online,EUR
TXN-2025_09-00005,2025-09-28,PRD-6001,2,199.99,399.98,Czech Republic,Online,EUR
TXN-2025_09-00006,2025-09-10,PRD-1003,1,349.99,349.99,Finland,Online,EUR
TXN-2025_09-00007,2025-09-07,PRD-5003,1,79.99,79.99,Finland,Online,EUR
TXN-2025_09-00008,2025-09-16,PRD-2002,1,1099.99,1099.99,Portugal,Online,EUR
TXN-2025_09-00009,2025-09-17,PRD-8003,1,379.99,379.99,Norway,Online,EUR
TXN-2025_09-00010,2025-09-06,PRD-1001,3,899.99,2699.97,Spain,Online,EUR
TXN-2025_09-00011,2025-09-28,PRD-3002,1,449.99,449.99,Austria,Partner,EUR
TXN-2025_09-00012,2025-09-01,PRD-5003,1,79.99,79.99,Hungary,Online,EUR
TXN-2025_09-00013,2025-09-11,PRD-4002,2,149.99,299.98,Belgium,Retail,EUR
TXN-2025_09-00014,2025-09-13,PRD-3001,2,799.99,1599.98,Denmark,Retail,EUR
TXN-2025_09-00015,2025-09-13,PRD-3001,2,799.99,1599.98,Denmark,Online,EUR
TXN-2025_09-00016,2025-09-09,PRD-2002,2,1099.99,2199.98,Romania,Online,EUR
TXN-2025_09-00017,2025-09-03,PRD-2001,1,1299.99,1299.99,France,Partner,EUR
TXN-2025_09-00018,2025-09-28,PRD-4001,2,249.99,499.98,Portugal,Online,EUR
TXN-2025_09-00019,2025-09-02,PRD-5001,2,59.99,119.98,Italy,Online,EUR
TXN-2025_09-00020,2025-09-23,PRD-1003,1,349.99,349.99,Croatia,Retail,EUR
TXN-2025_09-00021,2025-09-01,PRD-7003,2,89.99,179.98,France,Online,EUR
TXN-2025_09-00022,2025-09-07,PRD-2001,1,1299.99,1299.99,Spain,Retail,EUR
TXN-2025_09-00023,2025-09-25,PRD-2003,2,649.99,1299.98,Italy,Online,EUR
TXN-2025_09-00024,2025-09-20,PRD-2002,1,1099.99,1099.99,Poland,Retail,EUR
TXN-2025_09-00025,2025-09-10,PRD-1001,2,899.99,1799.98,Greece,Retail,EUR
TXN-2025_09-00026,2025-09-02,PRD-1001,1,899.99,899.99,Hungary,Online,EUR
TXN-2025_09-00027,2025-09-04,PRD-5003,1,79.99,79.99,Netherlands,Online,EUR
TXN-2025_09-00028,2025-09-25,PRD-2002,3,1099.99,3299.97,Greece,Retail,EUR
TXN-2025_09-00029,2025-09-16,PRD-1002,2,599.99,1199.98,France,Retail,EUR
TXN-2025_09-00030,2025-09-08,PRD-4003,2,399.99,799.98,Portugal,Online,EUR
TXN-2025_09-00031,2025-09-12,PRD-7003,1,89.99,89.99,Ireland,Online,EUR
TXN-2025_09-00032,2025-09-05,PRD-7002,2,499.99,999.98,Croatia,Online,EUR
TXN-2025_09-00033,2025-09-24,PRD-5001,1,59.99,59.99,Spain,Retail,EUR
TXN-2025_09-00034,2025-09-23,PRD-1002,1,599.99,599.99,Croatia,Partner,EUR
TXN-2025_09-00035,2025-09-20,PRD-1002,2,599.99,1199.98,Netherlands,Retail,EUR
TXN-2025_09-00036,2025-09-03,PRD-6002,3,449.99,1349.97,Netherlands,Retail,EUR
TXN-2025_09-00037,2025-09-01,PRD-8001,1,99.99,99.99,Sweden,Retail,EUR
TXN-2025_09-00038,2025-09-14,PRD-4002,1,149.99,149.99,Finland,Online,EUR
TXN-2025_09-00039,2025-09-30,PRD-7001,1,69.99,69.99,Croatia,Online,EUR
TXN-2025_09-00040,2025-09-19,PRD-5004,1,19.99,19.99,Finland,Online,EUR
TXN-2025_09-00041,2025-09-24,PRD-1002,1,599.99,599.99,Netherlands,Retail,EUR
TXN-2025_09-00042,2025-09-25,PRD-1003,3,349.99,1049.97,Denmark,Online,EUR
TXN-2025_09-00043,2025-09-16,PRD-1001,2,899.99,1799.98,Italy,Retail,EUR
TXN-2025_09-00044,2025-09-09,PRD-2003,1,649.99,649.99,Belgium,Online,EUR
TXN-2025_09-00045,2025-09-05,PRD-2001,1,1299.99,1299.99,Norway,Retail,EUR
TXN-2025_09-00046,2025-09-04,PRD-2002,1,1099.99,1099.99,Ireland,Partner,EUR
TXN-2025_09-00047,2025-09-06,PRD-1001,3,899.99,2699.97,Denmark,Online,EUR
TXN-2025_09-00048,2025-09-12,PRD-5001,1,59.99,59.99,Croatia,Online,EUR
TXN-2025_09-00049,2025-09-14,PRD-1002,2,599.99,1199.98,Italy,Retail,EUR
TXN-2025_09-00050,2025-09-23,PRD-2001,2,1299.99,2599.98,Denmark,Online,EUR
TXN-2025_09-00051,2025-09-14,PRD-2002,1,1099.99,1099.99,Netherlands,Online,EUR
TXN-2025_09-00052,2025-09-06,PRD-1001,1,899.99,899.99,Spain,Retail,EUR
TXN-2025_09-00053,2025-09-05,PRD-2001,1,1299.99,1299.99,Sweden,Retail,EUR
TXN-2025_09-00054,2025-09-29,PRD-6002,1,449.99,449.99,Czech Republic,Retail,EUR
TXN-2025_09-00055,2025-09-02,PRD-6002,1,449.99,449.99,Croatia,Partner,EUR
TXN-2025_09-00056,2025-09-03,PRD-1001,1,899.99,899.99,Poland,Partner,EUR
TXN-2025_09-00057,2025-09-09,PRD-1001,3,899.99,2699.97,Croatia,Partner,EUR
TXN-2025_09-00058,2025-09-07,PRD-4001,2,249.99,499.98,Austria,Online,EUR
TXN-2025_09-00059,2025-09-26,PRD-1002,3,599.99,1799.97,Norway,Online,EUR
TXN-2025_09-00060,2025-09-12,PRD-6002,1,449.99,449.99,Greece,Retail,EUR
TXN-2025_09-00061,2025-09-18,PRD-3001,3,799.99,2399.97,Romania,Retail,EUR
TXN-2025_09-00062,2025-09-28,PRD-2001,3,1299.99,3899.97,Ireland,Online,EUR
TXN-2025_09-00063,2025-09-13,PRD-7003,1,89.99,89.99,Romania,Online,EUR
TXN-2025_09-00064,2025-09-01,PRD-2001,1,1299.99,1299.99,Germany,Partner,EUR
TXN-2025_09-00065,2025-09-01,PRD-2001,1,1299.99,1299.99,Greece,Online,EUR
TXN-2025_09-00066,2025-09-01,PRD-1002,1,599.99,599.99,Czech Republic,Partner,EUR
TXN-2025_09-00067,2025-09-30,PRD-1003,1,349.99,349.99,Netherlands,Retail,EUR
TXN-2025_09-00068,2025-09-22,PRD-5002,2,39.99,79.98,Norway,Retail,EUR
TXN-2025_09-00069,2025-09-21,PRD-5002,1,39.99,39.99,Finland,Online,EUR
TXN-2025_09-00070,2025-09-07,PRD-2002,1,1099.99,1099.99,Italy,Retail,EUR
TXN-2025_09-00071,2025-09-28,PRD-2001,2,1299.99,2599.98,Netherlands,Retail,EUR
TXN-2025_09-00072,2025-09-21,PRD-2002,1,1099.99,1099.99,France,Online,EUR
TXN-2025_09-00073,2025-09-09,PRD-2001,3,1299.99,3899.97,Denmark,Online,EUR
TXN-2025_09-00074,2025-09-01,PRD-4001,1,249.99,249.99,Croatia,Retail,EUR
TXN-2025_09-00075,2025-09-15,PRD-6001,2,199.99,399.98,Ireland,Online,EUR
TXN-2025_09-00076,2025-09-25,PRD-1001,1,899.99,899.99,Belgium,Partner,EUR
TXN-2025_09-00077,2025-09-12,PRD-7002,3,499.99,1499.97,Finland,Partner,EUR
TXN-2025_09-00078,2025-09-04,PRD-1001,2,899.99,1799.98,Austria,Online,EUR
TXN-2025_09-00079,2025-09-10,PRD-6002,1,449.99,449.99,Finland,Partner,EUR
TXN-2025_09-00080,2025-09-23,PRD-1003,1,349.99,349.99,Poland,Retail,EUR
TXN-2025_09-00081,2025-09-18,PRD-7001,3,69.99,209.97,Spain,Online,EUR
TXN-2025_09-00082,2025-09-19,PRD-5003,2,79.99,159.98,Finland,Online,EUR
TXN-2025_09-00083,2025-09-20,PRD-1003,1,349.99,349.99,Germany,Online,EUR
TXN-2025_09-00084,2025-09-05,PRD-1001,3,899.99,2699.97,Croatia,Online,EUR
TXN-2025_09-00085,2025-09-28,PRD-5001,1,59.99,59.99,Sweden,Online,EUR
TXN-2025_09-00086,2025-09-02,PRD-5004,1,19.99,19.99,Ireland,Online,EUR
TXN-2025_09-00087,2025-09-07,PRD-4002,1,149.99,149.99,Greece,Online,EUR
TXN-2025_09-00088,2025-09-06,PRD-2002,1,1099.99,1099.99,France,Retail,EUR
TXN-2025_09-00089,2025-09-16,PRD-1002,1,599.99,599.99,Hungary,Retail,EUR
TXN-2025_09-00090,2025-09-15,PRD-2001,1,1299.99,1299.99,Sweden,Partner,EUR
TXN-2025_09-00091,2025-09-09,PRD-1003,2,349.99,699.98,Portugal,Online,EUR
TXN-2025_09-00092,2025-09-07,PRD-5001,1,59.99,59.99,Belgium,Online,EUR
TXN-2025_09-00093,2025-09-10,PRD-1002,3,599.99,1799.97,Greece,Online,EUR
TXN-2025_09-00094,2025-09-26,PRD-5004,2,19.99,39.98,Ireland,Online,EUR
TXN-2025_09-00095,2025-09-30,PRD-4001,3,249.99,749.97,Belgium,Retail,EUR
TXN-2025_09-00096,2025-09-02,PRD-3001,2,799.99,1599.98,Austria,Online,EUR
TXN-2025_09-00097,2025-09-03,PRD-2001,3,1299.99,3899.97,Germany,Online,EUR
TXN-2025_09-00098,2025-09-19,PRD-3001,1,799.99,799.99,Croatia,Retail,EUR
TXN-2025_09-00099,2025-09-24,PRD-3002,1,449.99,449.99,Portugal,Online,EUR
TXN-2025_09-00100,2025-09-24,PRD-1003,1,349.99,349.99,Spain,Online,EUR
TXN-2025_09-00101,2025-09-03,PRD-8002,2,129.99,259.98,Belgium,Retail,EUR
TXN-2025_09-00102,2025-09-08,PRD-7001,2,69.99,139.98,Hungary,Partner,EUR
TXN-2025_09-00103,2025-09-05,PRD-2002,3,1099.99,3299.97,Romania,Online,EUR
TXN-2025_09-00104,2025-09-27,PRD-1003,1,349.99,349.99,Greece,Retail,EUR
TXN-2025_09-00105,2025-09-29,PRD-2001,1,1299.99,1299.99,Austria,Online,EUR
TXN-2025_09-00106,2025-09-20,PRD-8002,1,129.99,129.99,Switzerland,Online,EUR
TXN-2025_09-00107,2025-09-12,PRD-2002,2,1099.99,2199.98,Spain,Online,EUR
TXN-2025_09-00108,2025-09-11,PRD-7001,1,69.99,69.99,Netherlands,Retail,EUR
TXN-2025_09-00109,2025-09-04,PRD-1001,1,899.99,899.99,Denmark,Online,EUR
TXN-2025_09-00110,2025-09-04,PRD-5002,1,39.99,39.99,Portugal,Retail,EUR
TXN-2025_09-00111,2025-09-01,PRD-5002,3,39.99,119.97,Portugal,Partner,EUR
TXN-2025_09-00112,2025-09-27,PRD-4002,2,149.99,299.98,Croatia,Retail,EUR
TXN-2025_09-00113,2025-09-07,PRD-1002,1,599.99,599.99,Italy,Partner,EUR
TXN-2025_09-00114,2025-09-27,PRD-8002,2,129.99,259.98,Italy,Online,EUR
TXN-2025_09-00115,2025-09-26,PRD-1002,1,599.99,599.99,Austria,Online,EUR
TXN-2025_09-00116,2025-09-26,PRD-4003,2,399.99,799.98,Croatia,Online,EUR
TXN-2025_09-00117,2025-09-20,PRD-5002,3,39.99,119.97,Poland,Online,EUR
TXN-2025_09-00118,2025-09-02,PRD-5002,3,39.99,119.97,Finland,Online,EUR
TXN-2025_09-00119,2025-09-01,PRD-5004,3,19.99,59.97,Spain,Retail,EUR
TXN-2025_09-00120,2025-09-19,PRD-8002,1,129.99,129.99,Ireland,Online,EUR
TXN-2025_09-00121,2025-09-17,PRD-1001,2,899.99,1799.98,France,Retail,EUR
TXN-2025_09-00122,2025-09-11,PRD-2003,2,649.99,1299.98,Sweden,Online,EUR
TXN-2025_09-00123,2025-09-05,PRD-8001,3,99.99,299.97,Sweden,Online,EUR
TXN-2025_09-00124,2025-09-06,PRD-6002,2,449.99,899.98,Ireland,Online,EUR
TXN-2025_09-00125,2025-09-27,PRD-8003,2,379.99,759.98,Spain,Online,EUR
TXN-2025_09-00126,2025-09-22,PRD-4001,1,249.99,249.99,Czech Republic,Partner,EUR
TXN-2025_09-00127,2025-09-06,PRD-4002,2,149.99,299.98,Portugal,Online,EUR
TXN-2025_09-00128,2025-09-23,PRD-1003,2,349.99,699.98,Finland,Retail,EUR
