Transaction_ID,Transaction_Date,Product_ID,Quantity,Unit_Price,Total_Amount,Country,Sales_Channel,Currency
TXN-2025_10-00001,2025-10-24,PRD-7001,1,69.99,69.99,Austria,Online,EUR
TXN-2025_10-00002,2025-10-27,PRD-1001,1,899.99,899.99,Belgium,Retail,EUR
TXN-2025_10-00003,2025-10-25,PRD-7001,1,69.99,69.99,Sweden,Retail,EUR
TXN-2025_10-00004,2025-10-31,PRD-6002,3,449.99,1349.97,Romania,Online,EUR
TXN-2025_10-00005,2025-10-16,PRD-4002,1,149.99,149.99,Belgium,Retail,EUR
TXN-2025_10-00006,2025-10-20,PRD-2001,2,1299.99,2599.98,Croatia,Retail,EUR
TXN-2025_10-00007,2025-10-16,PRD-5004,2,19.99,39.98,Italy,Online,EUR
TXN-2025_10-00008,2025-10-25,PRD-1003,1,349.99,349.99,Ireland,Partner,EUR
TXN-2025_10-00009,2025-10-29,PRD-1002,2,599.99,1199.98,Finland,Retail,EUR
TXN-2025_10-00010,2025-10-03,PRD-3002,1,449.99,449.99,Germany,Partner,EUR
TXN-2025_10-00011,2025-10-16,PRD-1002,2,599.99,1199.98,Greece,Online,EUR
TXN-2025_10-00012,2025-10-30,PRD-2001,1,1299.99,1299.99,Italy,Partner,EUR
TXN-2025_10-00013,2025-10-18,PRD-4001,1,249.99,249.99,Austria,Online,EUR
TXN-2025_10-00014,2025-10-08,PRD-1002,1,599.99,599.99,Portugal,Online,EUR
TXN-2025_10-00015,2025-10-10,PRD-2002,1,1099.99,1099.99,Switzerland,Online,EUR
TXN-2025_10-00016,2025-10-22,PRD-2001,3,1299.99,3899.97,Spain,Online,EUR
TXN-2025_10-00017,2025-10-24,PRD-1002,3,599.99,1799.97,Belgium,Online,EUR
TXN-2025_10-00018,2025-10-03,PRD-4002,1,149.99,149.99,Germany,Online,EUR
TXN-2025_10-00019,2025-10-29,PRD-4001,2,249.99,499.98,Croatia,Online,EUR
TXN-2025_10-00020,2025-10-14,PRD-3002,2,449.99,899.98,Croatia,Partner,EUR
TXN-2025_10-00021,2025-10-15,PRD-7002,2,499.99,999.98,Croatia,Retail,EUR
TXN-2025_10-00022,2025-10-24,PRD-7002,1,499.99,499.99,Croatia,Retail,EUR
TXN-2025_10-00023,2025-10-27,PRD-4001,3,249.99,749.97,Italy,Online,EUR
TXN-2025_10-00024,2025-10-30,PRD-5001,3,59.99,179.97,Portugal,Online,EUR
TXN-2025_10-00025,2025-10-26,PRD-5003,1,79.99,79.99,Finland,Online,EUR
TXN-2025_10-00026,2025-10-26,PRD-1001,3,899.99,2699.97,Czech Republic,Online,EUR
TXN-2025_10-00027,2025-10-02,PRD-6001,1,199.99,199.99,Finland,Retail,EUR
TXN-2025_10-00028,2025-10-31,PRD-1001,1,899.99,899.99,Croatia,Online,EUR
TXN-2025_10-00029,2025-10-16,PRD-1001,3,899.99,2699.97,Belgium,Retail,EUR
TXN-2025_10-00030,2025-10-27,PRD-2001,1,1299.99,1299.99,Hungary,Online,EUR
TXN-2025_10-00031,2025-10-13,PRD-5003,3,79.99,239.97,Greece,Retail,EUR
TXN-2025_10-00032,2025-10-29,PRD-7002,1,499.99,499.99,Spain,Partner,EUR
TXN-2025_10-00033,2025-10-23,PRD-2002,1,1099.99,1099.99,Belgium,Partner,EUR
TXN-2025_10-00034,2025-10-29,PRD-4002,2,149.99,299.98,Germany,Retail,EUR
TXN-2025_10-00035,2025-10-15,PRD-2003,1,649.99,649.99,Croatia,Online,EUR
TXN-2025_10-00036,2025-10-14,PRD-1003,1,349.99,349.99,Denmark,Online,EUR
