Transaction_ID,Transaction_Date,Product_ID,Quantity,Unit_Price,Total_Amount,Country,Sales_Channel,Currency
TXN-2025_12-00001,2025-12-17,PRD-4001,3,249.99,749.97,Hungary,Online,EUR
TXN-2025_12-00002,2025-12-21,PRD-2002,2,1099.99,2199.98,Norway,Retail,EUR
TXN-2025_12-00003,2025-12-31,PRD-3001,3,799.99,2399.97,Ireland,Partner,EUR
TXN-2025_12-00004,2025-12-25,PRD-1003,2,349.99,699.98,Italy,Online,EUR
TXN-2025_12-00005,2025-12-15,PRD-8003,1,379.99,379.99,Greece,Online,EUR
TXN-2025_12-00006,2025-12-11,PRD-1002,1,599.99,599.99,Croatia,Online,EUR
TXN-2025_12-00007,2025-12-23,PRD-7001,3,69.99,209.97,Romania,Online,EUR
TXN-2025_12-00008,2025-12-21,PRD-6001,1,199.99,199.99,Netherlands,Online,EUR
TXN-2025_12-00009,2025-12-21,PRD-5004,1,19.99,19.99,Belgium,Retail,EUR
TXN-2025_12-00010,2025-12-09,PRD-7002,2,499.99,999.98,Sweden,Retail,EUR
TXN-2025_12-00011,2025-12-14,PRD-5003,1,79.99,79.99,Italy,Partner,EUR
TXN-2025_12-00012,2025-12-26,PRD-2001,1,1299.99,1299.99,Hungary,Online,EUR
TXN-2025_12-00013,2025-12-30,PRD-1002,3,599.99,1799.97,Sweden,Retail,EUR
TXN-2025_12-00014,2025-12-11,PRD-3001,1,799.99,799.99,Hungary,Retail,EUR
TXN-2025_12-00015,2025-12-06,PRD-1001,1,899.99,899.99,Ireland,Retail,EUR
TXN-2025_12-00016,2025-12-26,PRD-7003,3,89.99,269.97,Romania,Retail,EUR
TXN-2025_12-00017,2025-12-28,PRD-6001,2,199.99,399.98,Hungary,Online,EUR
TXN-2025_12-00018,2025-12-06,PRD-5004,3,19.99,59.97,Poland,Online,EUR
TXN-2025_12-00019,2025-12-14,PRD-2001,2,1299.99,2599.98,Denmark,Online,EUR
TXN-2025_12-00020,2025-12-03,PRD-1001,1,899.99,899.99,Finland,Online,EUR
TXN-2025_12-00021,2025-12-19,PRD-5001,1,59.99,59.99,Spain,Partner,EUR
TXN-2025_12-00022,2025-12-25,PRD-4002,3,149.99,449.97,Greece,Partner,EUR
TXN-2025_12-00023,2025-12-09,PRD-5004,3,19.99,59.97,Italy,Online,EUR
TXN-2025_12-00024,2025-12-15,PRD-3001,2,799.99,1599.98,Ireland,Retail,EUR
TXN-2025_12-00025,2025-12-27,PRD-1002,2,599.99,1199.98,Ireland,Online,EUR
TXN-2025_12-00026,2025-12-27,PRD-5004,1,19.99,19.99,Czech Republic,Online,EUR
TXN-2025_12-00027,2025-12-21,PRD-4003,2,399.99,799.98,Poland,Retail,EUR
TXN-2025_12-00028,2025-12-10,PRD-7003,1,89.99,89.99,Belgium,Partner,EUR
TXN-2025_12-00029,2025-12-06,PRD-1001,1,899.99,899.99,Belgium,Online,EUR
TXN-2025_12-00030,2025-12-23,PRD-4001,1,249.99,249.99,Italy,Retail,EUR
TXN-2025_12-00031,2025-12-25,PRD-4002,2,149.99,299.98,Hungary,Online,EUR
TXN-2025_12-00032,2025-12-23,PRD-8003,2,379.99,759.98,Switzerland,Online,EUR
TXN-2025_12-00033,2025-12-21,PRD-6001,2,199.99,399.98,Poland,Online,EUR
TXN-2025_12-00034,2025-12-30,PRD-2001,1,1299.99,1299.99,Sweden,Partner,EUR
TXN-2025_12-00035,2025-12-30,PRD-2003,2,649.99,1299.98,Netherlands,Online,EUR
TXN-2025_12-00036,2025-12-12,PRD-2001,1,1299.99,1299.99,Finland,Retail,EUR
TXN-2025_12-00037,2025-12-27,PRD-7001,1,69.99,69.99,Denmark,Retail,EUR
TXN-2025_12-00038,2025-12-30,PRD-3001,1,799.99,799.99,Greece,Retail,EUR
TXN-2025_12-00039,2025-12-15,PRD-7001,3,69.99,209.97,Finland,Partner,EUR
TXN-2025_12-00040,2025-12-08,PRD-2001,1,1299.99,1299.99,Portugal,Online,EUR
TXN-2025_12-00041,2025-12-25,PRD-1002,1,599.99,599.99,Denmark,Online,EUR
TXN-2025_12-00042,2025-12-11,PRD-3002,1,449.99,449.99,Portugal,Partner,EUR
TXN-2025_12-00043,2025-12-16,PRD-8002,2,129.99,259.98,Norway,Online,EUR
TXN-2025_12-00044,2025-12-29,PRD-4002,1,149.99,149.99,France,Online,EUR
TXN-2025_12-00045,2025-12-19,PRD-1001,3,899.99,2699.97,Netherlands,Online,EUR
TXN-2025_12-00046,2025-12-03,PRD-1001,2,899.99,1799.98,Finland,Online,EUR
TXN-2025_12-00047,2025-12-21,PRD-2002,2,1099.99,2199.98,Finland,Partner,EUR
TXN-2025_12-00048,2025-12-18,PRD-1001,3,899.99,2699.97,Belgium,Online,EUR
TXN-2025_12-00049,2025-12-29,PRD-1001,1,899.99,899.99,Italy,Online,EUR
TXN-2025_12-00050,2025-12-27,PRD-5002,3,39.99,119.97,Hungary,Online,EUR
TXN-2025_12-00051,2025-12-08,PRD-5002,1,39.99,39.99,Romania,Online,EUR
TXN-2025_12-00052,2025-12-10,PRD-1002,1,599.99,599.99,Austria,Retail,EUR
TXN-2025_12-00053,2025-12-21,PRD-6001,2,199.99,399.98,Portugal,Online,EUR
TXN-2025_12-00054,2025-12-05,PRD-1002,1,599.99,599.99,France,Online,EUR
