TransactionID,StoreID,ProductEAN,Quantity,TotalAmount,TransactionDate,PaymentMethod,CustomerID,DiscountApplied
TXN103293,ST001,3576280147583,1,2.89,2024-10-03,Sans Contact,,0.0
TXN103294,ST001,9999999999999,1,13.95,2024-10-03,Carte Bancaire,,0.0
TXN103295,ST001,3560070541225,1,2.69,2024-10-03,Chèque,,0.0
TXN103296,ST001,5410076959839,3,8.07,2024-10-03,Carte Fidélité,CF000363,0.0
TXN103297,ST001,3576280147583,1,2.89,2024-10-03,Espèces,,0.0
TXN103298,ST001,3045386371655,2,59.98,2024-10-03,Chèque,,0.0
TXN103299,ST001,7622300489434,2,4.3,2024-10-03,Espèces,,0.0
TXN103300,ST001,7622300489434,5,10.75,2024-10-03,Espèces,,0.0
TXN103301,ST001,3560070824267,2,3.78,2024-10-03,Carte Bancaire,,0.0
TXN103302,ST001,3560070541225,1,2.69,2024-10-03,Espèces,,0.0
TXN103303,ST001,3600523497157,1,3.89,2024-10-03,Espèces,,0.0
TXN103304,ST001,3560070824267,1,1.89,2024-10-03,Carte Fidélité,,0.0
TXN103305,ST001,3033490004606,1,2.99,2024-10-03,Sans Contact,CF000205,0.0
TXN103306,ST001,3560070404360,2,4.58,2024-10-03,Espèces,CF000436,0.23
TXN103307,ST001,3179730009762,2,4.98,2024-10-03,Sans Contact,,0.0
TXN103308,ST001,3560070976508,1,2.79,2024-10-03,Carte Bancaire,CF000414,0.0
TXN103309,ST001,9999999999999,2,12.26,2024-10-03,Carte Bancaire,,2.45
TXN103310,ST001,3560070140084,1,1.59,2024-10-03,Carte Bancaire,CF000285,0.0
TXN103311,ST001,3560070140084,1,1.59,2024-10-03,Sans Contact,,0.0
TXN103312,ST001,3560070541225,3,8.07,2024-10-03,Carte Bancaire,,0.0
TXN103313,ST001,3560070396405,1,1.29,2024-10-03,Carte Fidélité,,0.0
TXN103314,ST001,3038350011503,1,0.99,2024-10-03,Carte Bancaire,,0.0
TXN103315,ST001,3560070976508,2,5.58,2024-10-03,Sans Contact,,0.0
TXN103316,ST001,3560070396405,1,1.29,2024-10-03,Carte Fidélité,CF000433,0.0
TXN103317,ST001,3256220122245,1,1.09,2024-10-03,Sans Contact,CF000245,0.0
TXN103318,ST001,5449000000996,1,1.59,2024-10-03,Carte Bancaire,,0.0
TXN103319,ST001,3124480186805,1,0.69,2024-10-03,Espèces,,0.0
TXN103320,ST001,3175681851849,2,3.78,2024-10-03,Carte Fidélité,,0.0
TXN103321,ST001,3560070404360,1,2.29,2024-10-03,Espèces,CF000206,0.0
TXN103322,ST001,3059940003074,1,1.49,2024-10-03,Espèces,,0.07
TXN103323,ST001,3560070824267,3,5.67,2024-10-03,Espèces,,0.57
TXN103324,ST001,8076809513753,3,5.07,2024-10-03,Espèces,,0.0
