TransactionID,StoreID,ProductEAN,Quantity,TotalAmount,TransactionDate,PaymentMethod,CustomerID,DiscountApplied
TXN105284,ST001,3600523497157,4,15.56,2024-10-04,Carte Fidélité,,0.0
TXN105285,ST001,3560070541225,2,5.38,2024-10-04,Carte Bancaire,,0.0
TXN105286,ST001,3038350011503,2,1.98,2024-10-04,Carte Bancaire,,0.0
TXN105287,ST001,3073781069556,1,2.69,2024-10-04,Carte Bancaire,CF000181,0.0
TXN105288,ST001,5410036301159,1,9.99,2024-10-04,Chèque,,0.0
TXN105289,ST001,5449000000996,3,4.77,2024-10-04,Sans Contact,,0.0
TXN105290,ST001,3033710074532,4,8.76,2024-10-04,Carte Bancaire,,0.0
TXN105291,ST001,3560070468850,3,16.47,2024-10-04,Sans Contact,,0.0
TXN105292,ST001,7613035799790,2,14.98,2024-10-04,Espèces,CF000491,0.0
TXN105293,ST001,7622300489434,1,2.15,2024-10-04,Carte Fidélité,CF000025,0.0
TXN105294,ST001,3600523497157,1,3.89,2024-10-04,Espèces,CF000127,0.39
TXN105295,ST001,3073781069556,2,5.38,2024-10-04,Sans Contact,,0.0
TXN105296,ST001,3033710074532,2,4.38,2024-10-04,Sans Contact,,0.0
TXN105297,ST001,7622300489434,2,4.3,2024-10-04,Carte Bancaire,,0.0
TXN105298,ST001,3038350011503,1,0.99,2024-10-04,Carte Bancaire,,0.1
TXN105299,ST001,3560070976508,1,2.79,2024-10-04,Carte Bancaire,CF000476,0.0
TXN105300,ST001,3059940003074,2,2.98,2024-10-04,Carte Bancaire,,0.3
TXN105301,ST001,3033710074532,1,2.19,2024-10-04,Sans Contact,CF000282,0.0
TXN105302,ST001,3576280147583,1,2.89,2024-10-04,Sans Contact,,0.0
TXN105303,ST001,3560070976508,2,5.58,2024-10-04,Sans Contact,,0.0
TXN105304,ST001,3014260115692,1,2.39,2024-10-04,Sans Contact,,0.0
TXN105305,ST001,3059940003074,2,2.98,2024-10-04,Espèces,,0.0
TXN105306,ST001,3038350011503,3,2.97,2024-10-04,Carte Fidélité,CF000151,0.0
TXN105307,ST001,3038350011503,2,1.98,2024-10-04,Carte Fidélité,,0.1
TXN105308,ST001,5410036301159,1,9.99,2024-10-04,Carte Bancaire,,0.0
TXN105309,ST001,3045386371655,2,59.98,2024-10-04,Carte Bancaire,,0.0
TXN105310,ST001,8000500310427,3,9.87,2024-10-04,Carte Bancaire,,0.0
TXN105311,ST001,5410036301159,2,19.98,2024-10-04,Espèces,CF000446,0.0
TXN105312,ST001,3014260115692,2,4.78,2024-10-04,Carte Bancaire,CF000429,0.24
TXN105313,ST001,4015400507581,2,29.98,2024-10-04,Carte Bancaire,,0.0
TXN105314,ST001,3228857000166,2,8.98,2024-10-04,Carte Bancaire,,0.0
TXN105315,ST001,3228857000166,2,8.98,2024-10-04,Carte Bancaire,CF000084,1.8
TXN105316,ST001,3256220122245,2,2.18,2024-10-04,Chèque,CF000489,0.0
TXN105317,ST001,3033710074532,2,4.38,2024-10-04,Carte Bancaire,CF000388,0.0
TXN105318,ST001,3560070404360,1,2.29,2024-10-04,Carte Fidélité,,0.0
TXN105319,ST001,3228857000166,4,17.96,2024-10-04,Carte Bancaire,CF000164,0.0
TXN105320,ST001,3560070468850,2,10.98,2024-10-04,Carte Bancaire,,1.1
TXN105321,ST001,3179730009762,1,2.49,2024-10-04,Carte Fidélité,,0.0
TXN105322,ST001,4015400507581,1,14.99,2024-10-04,Carte Bancaire,,0.0
TXN105323,ST001,5449000000996,1,1.59,2024-10-04,Espèces,CF000341,0.0
TXN105324,ST001,3017620422003,1,3.49,2024-10-04,Carte Bancaire,,0.0
TXN105325,ST001,3560070824267,1,1.89,2024-10-04,Espèces,,0.0
TXN105326,ST001,3175681851849,2,3.78,2024-10-04,Sans Contact,,0.0
TXN105327,ST001,3033490004606,1,2.99,2024-10-04,Espèces,CF000021,0.0
TXN105328,ST001,3014260115692,3,7.17,2024-10-04,Carte Bancaire,CF000463,0.0
TXN105329,ST001,3560070824267,1,1.89,2024-10-04,Espèces,,0.0
TXN105330,ST001,3014260115692,1,2.39,2024-10-04,Espèces,CF000006,0.24
TXN105331,ST001,3038350011503,1,0.99,2024-10-04,Carte Bancaire,,0.0
TXN105332,ST001,3045386371655,2,59.98,2024-10-04,Carte Bancaire,CF000016,9.0
TXN105333,ST001,5410076959839,1,2.69,2024-10-04,Carte Bancaire,,0.0
TXN105334,ST001,5410036301159,1,9.99,2024-10-04,Carte Bancaire,CF000202,0.0
TXN105335,ST001,3560070824267,2,3.78,2024-10-04,Sans Contact,,0.0
TXN105336,ST001,7622300489434,1,2.15,2024-10-04,Carte Fidélité,,0.0
TXN105337,ST001,5410076959839,2,5.38,2024-10-04,Carte Bancaire,,0.0
TXN105338,ST001,3124480186805,5,3.45,2024-10-04,Sans Contact,,0.0
TXN105339,ST001,3059940003074,4,5.96,2024-10-04,Espèces,CF000466,0.0
TXN105340,ST001,3033490004606,1,2.99,2024-10-04,Carte Bancaire,,0.0
TXN105341,ST001,3179730009762,1,2.49,2024-10-04,Carte Bancaire,CF000248,0.0
TXN105342,ST001,3073781069556,1,2.69,2024-10-04,Espèces,CF000461,0.0
TXN105343,ST001,3175681851849,1,1.89,2024-10-04,Sans Contact,CF000106,0.0
TXN105344,ST001,3560070140084,1,1.59,2024-10-04,Carte Bancaire,,0.0
TXN105345,ST001,4015400507581,1,14.99,2024-10-04,Chèque,CF000317,0.0
TXN105346,ST001,8000500310427,1,3.29,2024-10-04,Sans Contact,,0.0
TXN105347,ST001,5449000000996,1,1.59,2024-10-04,Chèque,,0.0
TXN105348,ST001,3038350011503,1,0.99,2024-10-04,Sans Contact,,0.0
TXN105349,ST001,8000500310427,2,6.58,2024-10-04,Carte Fidélité,CF000458,0.0
TXN105350,ST001,5410076959839,1,2.69,2024-10-04,Carte Fidélité,,0.0
TXN105351,ST001,3124480186805,1,0.69,2024-10-04,Carte Bancaire,CF000233,0.0
TXN105352,ST001,3059940003074,1,1.49,2024-10-04,Carte Bancaire,,0.0
TXN105353,ST001,5410036301159,2,19.98,2024-10-04,Espèces,,0.0
TXN105354,ST001,3560070140084,1,1.59,2024-10-04,Carte Bancaire,,0.0
TXN105355,ST001,3017620422003,4,13.96,2024-10-04,Carte Bancaire,,2.79
TXN105356,ST001,3560070468850,2,10.98,2024-10-04,Carte Fidélité,CF000354,2.2
TXN105357,ST001,3560070468850,3,16.47,2024-10-04,Carte Bancaire,,0.0
TXN105358,ST001,8000500310427,2,6.58,2024-10-04,Espèces,,0.0
TXN105359,ST001,3560070824267,1,1.89,2024-10-04,Espèces,CF000187,0.0
TXN105360,ST001,3045386371655,2,59.98,2024-10-04,Carte Bancaire,,0.0
TXN105361,ST001,7622300489434,1,2.15,2024-10-04,Carte Fidélité,,0.0
TXN105362,ST001,3560070396405,1,1.29,2024-10-04,Carte Fidélité,CF000392,0.0
TXN105363,ST001,8076809513753,1,1.69,2024-10-04,Espèces,,0.0
TXN105364,ST001,3256220122245,1,1.09,2024-10-04,Carte Bancaire,,0.0
TXN105365,ST001,3033710074532,2,4.38,2024-10-04,Sans Contact,CF000129,0.0
TXN105366,ST001,3045386371655,1,29.99,2024-10-04,Carte Bancaire,,0.0
TXN105367,ST001,3600523497157,3,11.67,2024-10-04,Carte Fidélité,,0.0
TXN105368,ST001,3560070404360,1,2.29,2024-10-04,Carte Bancaire,CF000002,0.0
TXN105369,ST001,3256220122245,5,5.45,2024-10-04,Carte Fidélité,,0.0
TXN105370,ST001,3045386371655,2,59.98,2024-10-04,Carte Fidélité,,12.0
TXN105371,ST001,3124480186805,1,0.69,2024-10-04,Carte Bancaire,,0.03
TXN105372,ST001,3033490004606,5,14.95,2024-10-04,Carte Bancaire,,0.0
TXN105373,ST001,3576280147583,5,14.45,2024-10-04,Espèces,,0.0
TXN105374,ST001,3600523497157,1,3.89,2024-10-04,Carte Bancaire,CF000213,0.0
TXN105375,ST001,3033490004606,1,2.99,2024-10-04,Carte Fidélité,CF000415,0.0
TXN105376,ST001,3560070824267,3,5.67,2024-10-04,Carte Fidélité,,0.28
TXN105377,ST001,3033710074532,2,4.38,2024-10-04,Carte Bancaire,,0.0
TXN105378,ST001,4015400507581,2,29.98,2024-10-04,Espèces,,1.5
TXN105379,ST001,3560070396405,1,1.29,2024-10-04,Carte Bancaire,,0.0
TXN105380,ST001,9999999999999,1,11.54,2024-10-04,Carte Bancaire,,0.0
TXN105381,ST001,3073781069556,2,5.38,2024-10-04,Espèces,,0.0
TXN105382,ST001,7613035799790,1,7.49,2024-10-04,Carte Fidélité,,0.0
TXN105383,ST001,3124480186805,1,0.69,2024-10-04,Carte Fidélité,,0.0
TXN105384,ST001,3560070541225,2,5.38,2024-10-04,Chèque,,0.0
TXN105385,ST001,3175681851849,4,7.56,2024-10-04,Carte Bancaire,,0.0
TXN105386,ST001,3560070468850,1,5.49,2024-10-04,Carte Bancaire,,0.0
TXN105387,ST001,4015400507581,1,14.99,2024-10-04,Sans Contact,,0.0
TXN105388,ST001,5449000000996,2,3.18,2024-10-04,Sans Contact,,0.0
TXN105389,ST001,3560070824267,5,9.45,2024-10-04,Sans Contact,,0.0
TXN105390,ST001,3033710074532,2,4.38,2024-10-04,Carte Bancaire,,0.0
TXN105391,ST001,3033710074532,1,2.19,2024-10-04,Carte Fidélité,,0.0
TXN105392,ST001,3038350011503,1,0.99,2024-10-04,Espèces,,0.0
TXN105393,ST001,3256220122245,2,2.18,2024-10-04,Sans Contact,,0.0
TXN105394,ST001,3059940003074,1,1.49,2024-10-04,Sans Contact,,0.0
TXN105395,ST001,3560070404360,1,2.29,2024-10-04,Espèces,CF000069,0.0
TXN105396,ST001,3560070541225,2,5.38,2024-10-04,Sans Contact,,0.0
TXN105397,ST001,3256220122245,1,1.09,2024-10-04,Chèque,,0.22
TXN105398,ST001,7622300489434,2,4.3,2024-10-04,Espèces,CF000046,0.43
TXN105399,ST001,3033490004606,1,2.99,2024-10-04,Chèque,,0.0
TXN105400,ST001,3228857000166,3,13.47,2024-10-04,Carte Bancaire,,0.0
TXN105401,ST001,3560070541225,2,5.38,2024-10-04,Espèces,,0.0
TXN105402,ST001,3600523497157,1,3.89,2024-10-04,Carte Fidélité,,0.0
TXN105403,ST001,3576280147583,1,2.89,2024-10-04,Chèque,,0.0
TXN105404,ST001,3560070396405,1,1.29,2024-10-04,Carte Fidélité,CF000449,0.0
TXN105405,ST001,5410036301159,1,9.99,2024-10-04,Carte Bancaire,,1.0
TXN105406,ST001,3576280147583,2,5.78,2024-10-04,Espèces,,0.0
TXN105407,ST001,3175681851849,1,1.89,2024-10-04,Espèces,,0.0
TXN105408,ST001,3033710074532,2,4.38,2024-10-04,Carte Bancaire,,0.0
TXN105409,ST001,4015400507581,5,74.95,2024-10-04,Carte Bancaire,,0.0
TXN105410,ST001,3560070468850,2,10.98,2024-10-04,Chèque,,0.0
TXN105411,ST001,3576280147583,1,2.89,2024-10-04,Carte Bancaire,,0.0
TXN105412,ST001,3560070468850,2,10.98,2024-10-04,Sans Contact,,0.0
TXN105413,ST001,3073781069556,2,5.38,2024-10-04,Carte Fidélité,,0.0
TXN105414,ST001,3560070396405,1,1.29,2024-10-04,Sans Contact,,0.0
TXN105415,ST001,3014260115692,1,2.39,2024-10-04,Espèces,CF000146,0.0
TXN105416,ST001,5410036301159,1,9.99,2024-10-04,Espèces,CF000262,1.0
TXN105417,ST001,3045386371655,1,29.99,2024-10-04,Espèces,CF000307,0.0
TXN105418,ST001,5449000000996,1,1.59,2024-10-04,Espèces,,0.0
TXN105419,ST001,5410076959839,1,2.69,2024-10-04,Carte Bancaire,,0.0
TXN105420,ST001,3033710074532,1,2.19,2024-10-04,Espèces,,0.0
TXN105421,ST001,3576280147583,2,5.78,2024-10-04,Carte Bancaire,,0.0
TXN105422,ST001,7622300489434,1,2.15,2024-10-04,Espèces,,0.0
