TransactionID,StoreID,ProductEAN,Quantity,TotalAmount,TransactionDate,PaymentMethod,CustomerID,DiscountApplied
TXN106986,ST001,3179730009762,2,4.98,2024-10-05,Carte Bancaire,CF000205,0.25
TXN106987,ST001,3045386371655,1,29.99,2024-10-05,Carte Bancaire,,0.0
TXN106988,ST001,3017620422003,1,3.49,2024-10-05,Carte Bancaire,,0.0
TXN106989,ST001,3014260115692,1,2.39,2024-10-05,Espèces,CF000245,0.0
TXN106990,ST001,1234567890123,2,29.9,2024-10-05,Espèces,CF000423,0.0
TXN106991,ST001,4015400507581,1,14.99,2024-10-05,Espèces,,0.0
TXN106992,ST001,3045386371655,1,29.99,2024-10-05,Sans Contact,,0.0
TXN106993,ST001,3175681851849,3,5.67,2024-10-05,Carte Bancaire,,0.0
TXN106994,ST001,3073781069556,1,2.69,2024-10-05,Espèces,,0.0
TXN106995,ST001,3059940003074,2,2.98,2024-10-05,Carte Fidélité,,0.0
TXN106996,ST001,3033710074532,1,2.19,2024-10-05,Carte Bancaire,,0.11
TXN106997,ST001,3560070824267,1,1.89,2024-10-05,Sans Contact,,0.0
TXN106998,ST001,4015400507581,1,14.99,2024-10-05,Carte Bancaire,CF000325,0.0
TXN106999,ST001,4015400507581,1,14.99,2024-10-05,Carte Fidélité,,0.0
TXN107000,ST001,3560070541225,1,2.69,2024-10-05,Espèces,,0.0
TXN107001,ST001,3256220122245,1,1.09,2024-10-05,Carte Bancaire,,0.22
TXN107002,ST001,3560070468850,3,16.47,2024-10-05,Carte Fidélité,CF000115,0.0
TXN107003,ST001,3045386371655,3,89.97,2024-10-05,Espèces,,0.0
TXN107004,ST001,8000500310427,5,16.45,2024-10-05,Carte Fidélité,,0.82
TXN107005,ST001,9999999999999,2,23.64,2024-10-05,Carte Bancaire,,0.0
TXN107006,ST001,8000500310427,1,3.29,2024-10-05,Carte Fidélité,,0.0
TXN107007,ST001,3228857000166,3,13.47,2024-10-05,Sans Contact,,0.0
TXN107008,ST001,3033490004606,3,8.97,2024-10-05,Sans Contact,,0.0
TXN107009,ST001,5410076959839,2,5.38,2024-10-05,Espèces,,0.0
TXN107010,ST001,3124480186805,1,0.69,2024-10-05,Sans Contact,CF000151,0.0
TXN107011,ST001,8076809513753,1,1.69,2024-10-05,Carte Fidélité,CF000367,0.0
TXN107012,ST001,3045386371655,1,29.99,2024-10-05,Sans Contact,,0.0
TXN107013,ST001,5449000000996,1,1.59,2024-10-05,Carte Fidélité,,0.0
TXN107014,ST001,3033490004606,2,5.98,2024-10-05,Carte Bancaire,CF000367,0.0
TXN107015,ST001,3017620422003,1,3.49,2024-10-05,Carte Bancaire,CF000304,0.0
TXN107016,ST001,3560070396405,1,1.29,2024-10-05,Sans Contact,CF000205,0.0
TXN107017,ST001,3560070404360,5,11.45,2024-10-05,Carte Bancaire,,0.0
TXN107018,ST001,5410036301159,1,9.99,2024-10-05,Sans Contact,,0.5
TXN107019,ST001,3045386371655,1,29.99,2024-10-05,Carte Fidélité,,0.0
TXN107020,ST001,3014260115692,1,2.39,2024-10-05,Carte Fidélité,,0.0
TXN107021,ST001,3179730009762,1,2.49,2024-10-05,Carte Bancaire,,0.0
TXN107022,ST001,5410076959839,1,2.69,2024-10-05,Carte Bancaire,CF000173,0.0
TXN107023,ST001,3033490004606,1,2.99,2024-10-05,Carte Bancaire,,0.0
TXN107024,ST001,3033490004606,2,5.98,2024-10-05,Chèque,CF000062,0.0
TXN107025,ST001,3175681851849,1,1.89,2024-10-05,Carte Fidélité,,0.0
TXN107026,ST001,3124480186805,2,1.38,2024-10-05,Espèces,CF000040,0.0
TXN107027,ST001,0000000000000,2,14.52,2024-10-05,Sans Contact,,0.0
TXN107028,ST001,3014260115692,1,2.39,2024-10-05,Carte Bancaire,,0.0
TXN107029,ST001,3059940003074,2,2.98,2024-10-05,Carte Bancaire,CF000493,0.0
TXN107030,ST001,7622300489434,1,2.15,2024-10-05,Sans Contact,,0.0
TXN107031,ST001,3560070468850,2,10.98,2024-10-05,Carte Bancaire,,0.0
TXN107032,ST001,8076809513753,2,3.38,2024-10-05,Sans Contact,,0.51
TXN107033,ST001,9999999999999,3,11.16,2024-10-05,Sans Contact,CF000103,0.0
TXN107034,ST001,3014260115692,3,7.17,2024-10-05,Espèces,,0.0
TXN107035,ST001,3017620422003,1,3.49,2024-10-05,Chèque,,0.0
TXN107036,ST001,4015400507581,2,29.98,2024-10-05,Espèces,,3.0
TXN107037,ST001,3560070824267,1,1.89,2024-10-05,Carte Bancaire,,0.0
TXN107038,ST001,3560070468850,1,5.49,2024-10-05,Carte Fidélité,,0.0
TXN107039,ST001,3228857000166,2,8.98,2024-10-05,Sans Contact,,0.0
TXN107040,ST001,3059940003074,2,2.98,2024-10-05,Chèque,,0.0
TXN107041,ST001,8076809513753,1,1.69,2024-10-05,Carte Bancaire,CF000271,0.0
TXN107042,ST001,3033710074532,1,2.19,2024-10-05,Carte Bancaire,CF000199,0.0
TXN107043,ST001,7622300489434,1,2.15,2024-10-05,Sans Contact,CF000045,0.0
TXN107044,ST001,3175681851849,1,1.89,2024-10-05,Carte Bancaire,,0.0
TXN107045,ST001,3038350011503,3,2.97,2024-10-05,Chèque,,0.0
