TransactionID,StoreID,ProductEAN,Quantity,TotalAmount,TransactionDate,PaymentMethod,CustomerID,DiscountApplied
TXN111601,ST001,1234567890123,3,27.27,2024-10-07,Espèces,,0.0
TXN111602,ST001,9999999999999,2,8.3,2024-10-07,Carte Bancaire,,0.0
TXN111603,ST001,5410076959839,2,5.38,2024-10-07,Espèces,,0.0
TXN111604,ST001,3033490004606,1,2.99,2024-10-07,Sans Contact,,0.6
TXN111605,ST001,3124480186805,1,0.69,2024-10-07,Carte Bancaire,,0.1
TXN111606,ST001,3560070404360,1,2.29,2024-10-07,Espèces,,0.46
TXN111607,ST001,3600523497157,1,3.89,2024-10-07,Espèces,CF000156,0.0
TXN111608,ST001,3045386371655,1,29.99,2024-10-07,Chèque,,0.0
TXN111609,ST001,3124480186805,4,2.76,2024-10-07,Carte Bancaire,,0.41
TXN111610,ST001,3038350011503,5,4.95,2024-10-07,Chèque,,0.0
TXN111611,ST001,7622300489434,3,6.45,2024-10-07,Carte Bancaire,CF000238,0.0
TXN111612,ST001,3560070976508,1,2.79,2024-10-07,Carte Fidélité,,0.0
TXN111613,ST001,7613035799790,1,7.49,2024-10-07,Espèces,,0.0
TXN111614,ST001,3179730009762,2,4.98,2024-10-07,Chèque,CF000450,1.0
TXN111615,ST001,3033490004606,1,2.99,2024-10-07,Chèque,,0.0
TXN111616,ST001,3560070541225,1,2.69,2024-10-07,Espèces,,0.0
TXN111617,ST001,3560070541225,1,2.69,2024-10-07,Carte Fidélité,,0.13
TXN111618,ST001,1234567890123,1,1.07,2024-10-07,Carte Bancaire,,0.0
TXN111619,ST001,3576280147583,1,2.89,2024-10-07,Carte Bancaire,,0.0
TXN111620,ST001,3560070140084,1,1.59,2024-10-07,Espèces,CF000162,0.0
TXN111621,ST001,3560070396405,1,1.29,2024-10-07,Carte Bancaire,,0.0
TXN111622,ST001,3256220122245,1,1.09,2024-10-07,Carte Bancaire,CF000256,0.0
TXN111623,ST001,8000500310427,1,3.29,2024-10-07,Carte Bancaire,,0.0
TXN111624,ST001,7622300489434,3,6.45,2024-10-07,Espèces,,0.0
TXN111625,ST001,3560070824267,1,1.89,2024-10-07,Carte Bancaire,,0.0
TXN111626,ST001,3059940003074,1,1.49,2024-10-07,Carte Fidélité,,0.0
TXN111627,ST001,5410036301159,3,29.97,2024-10-07,Carte Bancaire,,0.0
TXN111628,ST001,7622300489434,5,10.75,2024-10-07,Espèces,,0.0
TXN111629,ST001,3017620422003,1,3.49,2024-10-07,Espèces,,0.0
TXN111630,ST001,3560070541225,2,5.38,2024-10-07,Espèces,,0.0
TXN111631,ST001,3576280147583,5,14.45,2024-10-07,Chèque,,0.0
TXN111632,ST001,3576280147583,1,2.89,2024-10-07,Carte Bancaire,,0.0
TXN111633,ST001,5410076959839,2,5.38,2024-10-07,Sans Contact,,0.0
TXN111634,ST001,3228857000166,2,8.98,2024-10-07,Espèces,CF000311,0.0
TXN111635,ST001,3033710074532,1,2.19,2024-10-07,Espèces,,0.0
TXN111636,ST001,3560070404360,1,2.29,2024-10-07,Espèces,,0.0
TXN111637,ST001,3560070396405,3,3.87,2024-10-07,Carte Bancaire,,0.0
TXN111638,ST001,5449000000996,1,1.59,2024-10-07,Sans Contact,CF000030,0.0
TXN111639,ST001,8000500310427,1,3.29,2024-10-07,Carte Fidélité,,0.49
TXN111640,ST001,3560070140084,1,1.59,2024-10-07,Sans Contact,,0.0
TXN111641,ST001,3560070468850,1,5.49,2024-10-07,Sans Contact,,0.0
TXN111642,ST001,3560070976508,2,5.58,2024-10-07,Carte Bancaire,,0.0
TXN111643,ST001,5410076959839,1,2.69,2024-10-07,Espèces,,0.0
TXN111644,ST001,3045386371655,1,29.99,2024-10-07,Carte Fidélité,,0.0
TXN111645,ST001,3228857000166,1,4.49,2024-10-07,Carte Bancaire,,0.0
TXN111646,ST001,3033490004606,1,2.99,2024-10-07,Sans Contact,,0.0
TXN111647,ST001,3560070140084,1,1.59,2024-10-07,Sans Contact,,0.0
TXN111648,ST001,3175681851849,5,9.45,2024-10-07,Carte Bancaire,CF000442,0.0
TXN111649,ST001,3017620422003,2,6.98,2024-10-07,Carte Bancaire,,0.0
TXN111650,ST001,3600523497157,2,7.78,2024-10-07,Carte Bancaire,,0.0
TXN111651,ST001,5449000000996,1,1.59,2024-10-07,Espèces,,0.0
TXN111652,ST001,3560070541225,5,13.45,2024-10-07,Carte Bancaire,CF000421,0.0
TXN111653,ST001,3560070541225,4,10.76,2024-10-07,Carte Bancaire,CF000364,0.0
TXN111654,ST001,3017620422003,1,3.49,2024-10-07,Carte Bancaire,,0.0
TXN111655,ST001,3059940003074,3,4.47,2024-10-07,Espèces,CF000058,0.0
